Drug,Drug Mechanism,Target Gene(s),Drug Constrained Regulon Activity,Drug Constrained Program Activity,All Regulon(s),Overactive Regulon(s),Underactive Regulon(s),All Program(s),Overactive Program(s),Underactive Program(s),Regulon Activity Summary,Program Activity Summary,Mutations,Regulators,MINER Target Type,max_glioblastoma.multiforme_phase,Other FDA Appr.,TargetMutatedInPatient,MutatedInPatient,TargetType,MutatedDetail,Drug Action,Molecule Type,Target Class,Toxicity Class,MEDDRA Code,CHEMBL_ID,Reactome,GO,Hallmarks
ADUCANUMAB,Beta amyloid A4 protein binding agent,APP,1,0.975609756097561,"1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78","1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78",NA,"10,43,47","10,43",NA,O: 41 U: 0 A: 41,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Membrane receptor,,,CHEMBL3039540,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
LECANEMAB,Beta amyloid A4 protein inhibitor,APP,1,0.975609756097561,"1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78","1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78",NA,"10,43,47","10,43",NA,O: 41 U: 0 A: 41,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Antibody,Membrane receptor,,,CHEMBL3833321,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
CRENEZUMAB,Beta amyloid A4 protein inhibitor,APP,1,0.975609756097561,"1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78","1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78",NA,"10,43,47","10,43",NA,O: 41 U: 0 A: 41,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Antibody,Membrane receptor,,,CHEMBL1743004,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
METFORMIN HYDROCHLORIDE,Mitochondrial complex I (NADH dehydrogenase) inhibitor:Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,"GPD2,NDUFA13",1,0.9333333333333333,"1558,1807,2409,2588,2695,3206,3276,3484,685,865,881,890,902,907,95","1558,1807,2409,2588,2695,3206,3276,3484,685,865,881,890,902,907,95",NA,"78,81,152","78,152",NA,O: 15 U: 0 A: 15,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR:INHIBITOR,Small molecule,Enzyme,Vascular toxicity:Metabolism toxicity:Cardiotoxicity:Respiratory toxicity,10047065.0:10027433.0:10007541.0:10038738.0,CHEMBL1703,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.:The citric acid (TCA) cycle and respiratory electron transport:Respiratory electron transport:Mitochondrial translation initiation:Mitochondrial translation elongation",GO_OXIDATIVE_PHOSPHORYLATION:GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN:GO_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT:GO_ELECTRON_TRANSPORT_CHAIN:GO_CELLULAR_RESPIRATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION:HALLMARK_MYC_TARGETS_V1:HALLMARK_DNA_REPAIR:HALLMARK_MTORC1_SIGNALING
OXIGLUTATIONE,Glutathione reductase,GSR,1,1,"1663,2320,2679,41,644,681,707","1663,2320,2679,41,644,681,707",NA,101,101,NA,O: 7 U: 0 A: 7,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,OTHER,Small molecule,Enzyme,,,CHEMBL1372,NA:NA:NA:NA:NA,GO_STRESS_GRANULE_ASSEMBLY:GO_REGULATION_OF_CIRCADIAN_RHYTHM:NA:NA:NA,
ELIGLUSTAT,Ceramide glucosyltransferase inhibitor,UGCG,1,0.9803921568627451,"1144,126,1399,1412,1534,1775,1796,1835,186,1968,1998,2025,2050,2081,2122,2152,2226,2238,2247,2293,2421,2466,2484,2522,2564,2611,2687,2709,2742,2792,2855,2975,3163,3189,3205,3293,3386,3395,3434,3664,3713,3718,449,499,56,584,691,723,760,773,78","1144,126,1399,1412,1534,1775,1796,1835,186,1968,1998,2025,2050,2081,2122,2152,2226,2238,2247,2293,2421,2466,2484,2522,2564,2611,2687,2709,2742,2792,2855,2975,3163,3189,3205,3293,3386,3395,3434,3664,3713,3718,449,499,56,584,691,723,760,773,78",NA,"10,43,47","10,43",NA,O: 51 U: 0 A: 51,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL2110588,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
MIGLUSTAT,Ceramide glucosyltransferase inhibitor,UGCG,1,0.9803921568627451,"1144,126,1399,1412,1534,1775,1796,1835,186,1968,1998,2025,2050,2081,2122,2152,2226,2238,2247,2293,2421,2466,2484,2522,2564,2611,2687,2709,2742,2792,2855,2975,3163,3189,3205,3293,3386,3395,3434,3664,3713,3718,449,499,56,584,691,723,760,773,78","1144,126,1399,1412,1534,1775,1796,1835,186,1968,1998,2025,2050,2081,2122,2152,2226,2238,2247,2293,2421,2466,2484,2522,2564,2611,2687,2709,2742,2792,2855,2975,3163,3189,3205,3293,3386,3395,3434,3664,3713,3718,449,499,56,584,691,723,760,773,78",NA,"10,43,47","10,43",NA,O: 51 U: 0 A: 51,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1029,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
ELIGLUSTAT TARTRATE,Ceramide glucosyltransferase inhibitor,UGCG,1,0.9803921568627451,"1144,126,1399,1412,1534,1775,1796,1835,186,1968,1998,2025,2050,2081,2122,2152,2226,2238,2247,2293,2421,2466,2484,2522,2564,2611,2687,2709,2742,2792,2855,2975,3163,3189,3205,3293,3386,3395,3434,3664,3713,3718,449,499,56,584,691,723,760,773,78","1144,126,1399,1412,1534,1775,1796,1835,186,1968,1998,2025,2050,2081,2122,2152,2226,2238,2247,2293,2421,2466,2484,2522,2564,2611,2687,2709,2742,2792,2855,2975,3163,3189,3205,3293,3386,3395,3434,3664,3713,3718,449,499,56,584,691,723,760,773,78",NA,"10,43,47","10,43",NA,O: 51 U: 0 A: 51,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL4297066,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
FLUMATINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545413,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1201740,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
REBASTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1738757,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Cardiotoxicity,10007541,CHEMBL255863,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
ASCIMINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL4208229,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
ME-344,Mitochondrial complex I (NADH dehydrogenase) inhibitor,NDUFA13,1,1,"865,881,890,902,907","865,881,890,902,907",NA,152,152,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545320,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.:The citric acid (TCA) cycle and respiratory electron transport:Respiratory electron transport:Complex I biogenesis:Mitochondrial translation initiation",GO_OXIDATIVE_PHOSPHORYLATION:GO_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT:GO_ATP_METABOLIC_PROCESS:GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN:GO_ELECTRON_TRANSPORT_CHAIN,HALLMARK_OXIDATIVE_PHOSPHORYLATION:HALLMARK_DNA_REPAIR:HALLMARK_MYC_TARGETS_V1
FGI-101-1A6,Tumor susceptibility gene 101 protein inhibitor,TSG101,1,1,"881,890","881,890",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Antibody,Unclassified protein,,,CHEMBL2109593,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.:The citric acid (TCA) cycle and respiratory electron transport:Respiratory electron transport:Complex I biogenesis:Mitochondrial translation initiation",GO_OXIDATIVE_PHOSPHORYLATION:GO_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT:GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN:GO_ATP_METABOLIC_PROCESS:GO_ELECTRON_TRANSPORT_CHAIN,HALLMARK_OXIDATIVE_PHOSPHORYLATION:HALLMARK_DNA_REPAIR:HALLMARK_MYC_TARGETS_V1
