Drug,Drug Mechanism,Target Gene(s),Drug Constrained Regulon Activity,Drug Constrained Program Activity,All Regulon(s),Overactive Regulon(s),Underactive Regulon(s),All Program(s),Overactive Program(s),Underactive Program(s),Regulon Activity Summary,Program Activity Summary,Mutations,Regulators,MINER Target Type,max_glioblastoma.multiforme_phase,Other FDA Appr.,TargetMutatedInPatient,MutatedInPatient,TargetType,MutatedDetail,Drug Action,Molecule Type,Target Class,Toxicity Class,MEDDRA Code,CHEMBL_ID,Reactome,GO,Hallmarks
FIGITUMUMAB,Insulin-like growth factor I receptor antagonist,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL1743019,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
DALOTUZUMAB,Insulin-like growth factor I receptor antagonist,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL1743006,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
PL-225B,Insulin-like growth factor I receptor inhibitor,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545004,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
ANDEXANET ALFA,Rivaroxaban sequestering agent:Tissue factor pathway inhibitor inhibitor:Apixaban sequestering agent,TFPI,1,1,"1025,1101,1147,1249,145,1562,1718,1747,1762,1823,1907,2049,2062,2221,2253,2289,2315,2386,2436,2675,2710,2774,2789,2807,2859,2876,2934,2981,3223,336,3728,692,722,896","1025,1101,1147,1249,145,1562,1718,1747,1762,1823,1907,2049,2062,2221,2253,2289,2315,2386,2436,2675,2710,2774,2789,2807,2859,2876,2934,2981,3223,336,3728,692,722,896",NA,"8,63","8,63",NA,O: 34 U: 0 A: 34,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,SEQUESTERING AGENT:INHIBITOR:SEQUESTERING AGENT,Unknown,Unclassified protein,,,CHEMBL3301583,"Extra-nuclear estrogen signaling:FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes:ESR-mediated signaling:FOXO-mediated transcription:Signaling by Nuclear Receptors",GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY:GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION:NA:NA:NA,
SIMPINICLINE,Neuronal acetylcholine receptor; alpha4/beta2 agonist:Neuronal acetylcholine receptor; alpha3/beta4 agonist,CHRNB4,1,1,1269,1269,NA,150,150,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,AGONIST:AGONIST,Small molecule,Ion channel,,,CHEMBL4594254,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
LARAZOTIDE,Neuronal acetylcholine receptor; alpha3/beta4 partial agonist,CHRNB4,1,1,1269,1269,NA,150,150,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,PARTIAL AGONIST,Protein,Ion channel,,,CHEMBL2105646,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
TRIMETHAPHAN,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,CHRNB4,1,1,1269,1269,NA,150,150,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Small molecule,Ion channel,,,CHEMBL1201329,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
LARAZOTIDE ACETATE,Neuronal acetylcholine receptor; alpha3/beta4 partial agonist,CHRNB4,1,1,1269,1269,NA,150,150,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,PARTIAL AGONIST,Protein,Ion channel,,,CHEMBL2103815,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
MECAMYLAMINE HYDROCHLORIDE,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,CHRNB4,1,1,1269,1269,NA,150,150,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,NEGATIVE ALLOSTERIC MODULATOR,Small molecule,Ion channel,,,CHEMBL1237082,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
MECAMYLAMINE,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,CHRNB4,1,1,1269,1269,NA,150,150,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,NEGATIVE ALLOSTERIC MODULATOR,Small molecule,Ion channel,,,CHEMBL267936,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
FLUMATINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545413,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1201740,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
REBASTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1738757,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Cardiotoxicity,10007541,CHEMBL255863,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
ASCIMINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL4208229,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
OMECAMTIV MECARBIL,Cardiac myosin activator,MYH7,1,1,373,373,NA,66,66,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ACTIVATOR,Small molecule,Unclassified protein,,,CHEMBL1800955,NA:NA:NA:NA:NA,GO_PROTEIN_DESTABILIZATION:NA:NA:NA:NA,
LOMITAPIDE MESYLATE,Microsomal triglyceride transfer protein inhibitor,MTTP,1,1,"1097,1365,1515,1848,2095,2608,2698,44,712","1097,1365,1515,1848,2095,2608,2698,44,712",NA,93,93,NA,O: 9 U: 0 A: 9,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Other cytosolic protein,Hepatotoxicity,10019805,CHEMBL2105662,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
LOMITAPIDE,Microsomal triglyceride transfer protein inhibitor,MTTP,1,1,"1097,1365,1515,1848,2095,2608,2698,44,712","1097,1365,1515,1848,2095,2608,2698,44,712",NA,93,93,NA,O: 9 U: 0 A: 9,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Other cytosolic protein,Hepatotoxicity,10019805,CHEMBL354541,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
LY-2584702,Ribosomal protein S6 kinase 1 inhibitor,RPS6KB1,1,1,2977,2977,NA,70,70,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545076,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
TCD-717,Choline kinase alpha inhibitor,CHKA,1,1,"1527,1664,1737","1527,1664,1737",NA,"52,73","52,73",NA,O: 3 U: 0 A: 3,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545084,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
BIMAGRUMAB,Activin receptor type-2B antagonist,ACVR2B,1,1,"1011,1092,1112,1152,1568,987","1011,1092,1112,1152,1568,987",NA,"65,66","65,66",NA,O: 6 U: 0 A: 6,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL3137353,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_PEPTIDYL_LYSINE_MODIFICATION:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_CHROMATIN_REMODELING,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
GSK2798745,Transient receptor potential cation channel subfamily V member 4 antagonist,TRPV4,1,1,3560,3560,NA,71,71,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,TRPV4,HSF2,Mutation_Gene,NA,TRUE,FALSE,FALSE,Mutation_Gene,,ANTAGONIST,Small molecule,Ion channel,,,CHEMBL3707225,NA:NA:NA:NA:NA,GO_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE:NA:NA:NA:NA,
SAR-113945,Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor,IKBKB,0.8888888888888888,1,"1097,1140,1190,1365,1943,2608,2698,3407,841","1097,1140,1190,1365,1943,2608,2698,841",NA,93,93,NA,O: 8 U: 0 A: 9,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3544945,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
IMD-1041,Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor,IKBKB,0.8888888888888888,1,"1097,1140,1190,1365,1943,2608,2698,3407,841","1097,1140,1190,1365,1943,2608,2698,841",NA,93,93,NA,O: 8 U: 0 A: 9,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545168,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
PONEZUMAB,Beta amyloid A4 protein binding agent,APP,0.8536585365853658,0.36585365853658536,"1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78","1144,1399,1534,1656,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2611,2687,2709,2742,2975,3096,3163,3386,3395,3434,3713,449,499,56,584,691,723,773,78",NA,"10,43,47","10,47",NA,O: 35 U: 0 A: 41,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Membrane receptor,,,CHEMBL1743058,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
GSK933776,Beta amyloid A4 protein binding agent,APP,0.8536585365853658,0.36585365853658536,"1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78","1144,1399,1534,1656,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2611,2687,2709,2742,2975,3096,3163,3386,3395,3434,3713,449,499,56,584,691,723,773,78",NA,"10,43,47","10,47",NA,O: 35 U: 0 A: 41,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Membrane receptor,,,CHEMBL2109300,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
BAPINEUZUMAB,Beta amyloid A4 protein binding agent,APP,0.8536585365853658,0.36585365853658536,"1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78","1144,1399,1534,1656,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2611,2687,2709,2742,2975,3096,3163,3386,3395,3434,3713,449,499,56,584,691,723,773,78",NA,"10,43,47","10,47",NA,O: 35 U: 0 A: 41,O: 2 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Membrane receptor,,,CHEMBL2108576,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
