Drug,Drug Mechanism,Target Gene(s),Drug Constrained Regulon Activity,Drug Constrained Program Activity,All Regulon(s),Overactive Regulon(s),Underactive Regulon(s),All Program(s),Overactive Program(s),Underactive Program(s),Regulon Activity Summary,Program Activity Summary,Mutations,Regulators,MINER Target Type,max_glioblastoma.multiforme_phase,Other FDA Appr.,TargetMutatedInPatient,MutatedInPatient,TargetType,MutatedDetail,Drug Action,Molecule Type,Target Class,Toxicity Class,MEDDRA Code,CHEMBL_ID,Reactome,GO,Hallmarks
DALOTUZUMAB,Insulin-like growth factor I receptor antagonist,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL1743006,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
PL-225B,Insulin-like growth factor I receptor inhibitor,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545004,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
SIMPINICLINE,Neuronal acetylcholine receptor; alpha4/beta2 agonist:Neuronal acetylcholine receptor; alpha3/beta4 agonist,CHRNB4,1,0,1269,1269,NA,150,NA,NA,O: 1 U: 0 A: 1,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,AGONIST:AGONIST,Small molecule,Ion channel,,,CHEMBL4594254,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
LARAZOTIDE,Neuronal acetylcholine receptor; alpha3/beta4 partial agonist,CHRNB4,1,0,1269,1269,NA,150,NA,NA,O: 1 U: 0 A: 1,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,PARTIAL AGONIST,Protein,Ion channel,,,CHEMBL2105646,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
TRIMETHAPHAN,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,CHRNB4,1,0,1269,1269,NA,150,NA,NA,O: 1 U: 0 A: 1,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Small molecule,Ion channel,,,CHEMBL1201329,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
LARAZOTIDE ACETATE,Neuronal acetylcholine receptor; alpha3/beta4 partial agonist,CHRNB4,1,0,1269,1269,NA,150,NA,NA,O: 1 U: 0 A: 1,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,PARTIAL AGONIST,Protein,Ion channel,,,CHEMBL2103815,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
MECAMYLAMINE HYDROCHLORIDE,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,CHRNB4,1,0,1269,1269,NA,150,NA,NA,O: 1 U: 0 A: 1,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,NEGATIVE ALLOSTERIC MODULATOR,Small molecule,Ion channel,,,CHEMBL1237082,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
MECAMYLAMINE,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,CHRNB4,1,0,1269,1269,NA,150,NA,NA,O: 1 U: 0 A: 1,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,NEGATIVE ALLOSTERIC MODULATOR,Small molecule,Ion channel,,,CHEMBL267936,GP1b-IX-V activation signalling:Presynaptic nicotinic acetylcholine receptors:Highly calcium permeable postsynaptic nicotinic acetylcholine receptors:Neurotransmitter receptors and postsynaptic signal transmission:Creation of C4 and C2 activators,NA:NA:NA:NA:NA,HALLMARK_COAGULATION
FLUMATINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545413,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1201740,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
REBASTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1738757,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Cardiotoxicity,10007541,CHEMBL255863,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
ASCIMINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL4208229,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
LY-2584702,Ribosomal protein S6 kinase 1 inhibitor,RPS6KB1,1,1,2977,2977,NA,70,70,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545076,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
SAR-113945,Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor,IKBKB,1,1,"1097,1140,1190,1365,1943,2608,2698,3407,841","1097,1140,1190,1365,1943,2608,2698,3407,841",NA,93,93,NA,O: 9 U: 0 A: 9,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3544945,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
IMD-1041,Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor,IKBKB,1,1,"1097,1140,1190,1365,1943,2608,2698,3407,841","1097,1140,1190,1365,1943,2608,2698,3407,841",NA,93,93,NA,O: 9 U: 0 A: 9,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545168,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
BIMAGRUMAB,Activin receptor type-2B antagonist,ACVR2B,1,1,"1011,1092,1112,1152,1568,987","1011,1092,1112,1152,1568,987",NA,"65,66","65,66",NA,O: 6 U: 0 A: 6,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL3137353,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_PEPTIDYL_LYSINE_MODIFICATION:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_CHROMATIN_REMODELING,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
GSK2798745,Transient receptor potential cation channel subfamily V member 4 antagonist,TRPV4,1,1,3560,3560,NA,71,71,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,TRPV4,HSF2,Mutation_Gene,NA,TRUE,FALSE,FALSE,Mutation_Gene,,ANTAGONIST,Small molecule,Ion channel,,,CHEMBL3707225,NA:NA:NA:NA:NA,GO_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE:NA:NA:NA:NA,
VIGABATRIN,Gamma-amino-N-butyrate transaminase inhibitor,ABAT,0.8823529411764706,0.058823529411764705,"1099,1391,1423,1577,1669,1965,2019,2151,2375,249,2673,3104,3246,334,3469,3692,688","1099,1391,1423,1577,1669,1965,2019,2151,2375,249,2673,3104,3246,334,688",NA,"61,73",73,NA,O: 15 U: 0 A: 17,O: 1 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL89598,Neuronal System:Protein-protein interactions at synapses:Neurexins and neuroligins:NA:NA,NA:NA:NA:NA:NA,
