Drug,Drug Mechanism,Target Gene(s),Drug Constrained Regulon Activity,Drug Constrained Program Activity,All Regulon(s),Overactive Regulon(s),Underactive Regulon(s),All Program(s),Overactive Program(s),Underactive Program(s),Regulon Activity Summary,Program Activity Summary,Mutations,Regulators,MINER Target Type,max_glioblastoma.multiforme_phase,Other FDA Appr.,TargetMutatedInPatient,MutatedInPatient,TargetType,MutatedDetail,Drug Action,Molecule Type,Target Class,Toxicity Class,MEDDRA Code,CHEMBL_ID,Reactome,GO,Hallmarks
CRENEZUMAB,Beta amyloid A4 protein inhibitor,APP,1,1,"1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78","1130,1144,1349,1399,1534,1656,1775,1835,186,1968,2025,2050,2081,2152,2226,2247,2293,2421,2522,2564,2611,2687,2709,2742,2975,3031,3096,3163,3386,3395,3434,3713,449,499,522,56,584,691,723,773,78",NA,"10,43,47","10,43,47",NA,O: 41 U: 0 A: 41,O: 3 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Antibody,Membrane receptor,,,CHEMBL1743004,NA:NA:NA:NA:NA,GO_CELLULAR_RESPONSE_TO_NUTRIENT:GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS:GO_LIPID_LOCALIZATION:GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS:GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,HALLMARK_ANGIOGENESIS:HALLMARK_TNFA_SIGNALING_VIA_NFKB
VARESPLADIB METHYL,Phospholipase A2 group V inhibitor:Group X secretory phospholipase A2 inhibitor:Phospholipase A2 group IIA inhibitor,"PLA2G2A,PLA2G5",1,1,"1359,1415,1959,1983,2031,2106,2149,2411","1359,1415,1959,1983,2031,2106,2149,2411",NA,"12,48,91","12,48,91",NA,O: 8 U: 0 A: 8,O: 3 U: 0 A: 3,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR:INHIBITOR:INHIBITOR,Small molecule,Enzyme,,,CHEMBL2105659,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,HALLMARK_TNFA_SIGNALING_VIA_NFKB:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
BEMCENTINIB,Tyrosine-protein kinase receptor UFO inhibitor,AXL,1,1,"1169,2202","1169,2202",NA,11,11,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3809489,NA:NA:NA:NA:NA,GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING:GO_CELL_SUBSTRATE_ADHESION:NA:NA:NA,HALLMARK_APICAL_JUNCTION
WARFARIN,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,0,"1184,3090","1184,3090",NA,152,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Vascular toxicity:Carcinogenicity,10047065.0:10029104.0,CHEMBL1464,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
DICUMAROL,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,0,"1184,3090","1184,3090",NA,152,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1466,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
PHENINDIONE,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,0,"1184,3090","1184,3090",NA,152,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL711,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
ACENOCOUMAROL,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,0,"1184,3090","1184,3090",NA,152,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL397420,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
PHENPROCOUMON,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,0,"1184,3090","1184,3090",NA,152,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1465,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
WARFARIN SODIUM,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,0,"1184,3090","1184,3090",NA,152,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Vascular toxicity:Carcinogenicity,10047065.0:10029104.0,CHEMBL1200879,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
WARFARIN POTASSIUM,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,0,"1184,3090","1184,3090",NA,152,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1200772,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
ALEPLASININ,Plasminogen activator inhibitor-1 inhibitor,SERPINE1,1,0.7857142857142857,"100,1015,1218,1239,1260,1526,157,1595,179,1829,1847,1937,209,2090,2197,2213,223,2282,2303,2327,236,2368,2407,2477,2548,2569,2617,2680,2694,2730,2733,2759,2768,2779,2821,2871,302,3021,3070,3128,3136,3199,3253,3272,3460,3640,39,441,465,483,576,599,680,704,768,789","100,1015,1218,1239,1260,1526,157,1595,179,1829,1847,1937,209,2090,2197,2213,223,2282,2303,2327,236,2368,2407,2477,2548,2569,2617,2680,2694,2730,2733,2759,2768,2779,2821,2871,302,3021,3070,3128,3136,3199,3253,3272,3460,3640,39,441,465,483,576,599,680,704,768,789",NA,"1,11,17,31","1,11",NA,O: 56 U: 0 A: 56,O: 2 U: 0 A: 4,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Secreted protein,,,CHEMBL325424,Extracellular matrix organization:ECM proteoglycans:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs):Laminin interactions:MET activates PTK2 signaling,GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION:GO_CELL_SUBSTRATE_ADHESION:GO_CELL_MATRIX_ADHESION:GO_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN:GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION:HALLMARK_TNFA_SIGNALING_VIA_NFKB:HALLMARK_COMPLEMENT:HALLMARK_APOPTOSIS:HALLMARK_TGF_BETA_SIGNALING:HALLMARK_UV_RESPONSE_DN:HALLMARK_PROTEIN_SECRETION:HALLMARK_INFLAMMATORY_RESPONSE
F16SIP 131I,Tenascin binding agent,TNC,1,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,1511,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 10 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Unclassified protein,,,CHEMBL2109584,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TENATUMOMAB,Tenascin other,TNC,1,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,1511,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 10 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,OTHER,Antibody,Unclassified protein,,,CHEMBL1743077,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
81C6 131I,Tenascin binding agent,TNC,1,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,1511,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 10 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Unclassified protein,,,CHEMBL2109582,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
F16IL2,Tenascin other,TNC,1,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,1511,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 10 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,OTHER,Antibody,Unclassified protein,,,CHEMBL2109583,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
