Drug,Drug Mechanism,Target Gene(s),Drug Constrained Regulon Activity,Drug Constrained Program Activity,All Regulon(s),Overactive Regulon(s),Underactive Regulon(s),All Program(s),Overactive Program(s),Underactive Program(s),Regulon Activity Summary,Program Activity Summary,Mutations,Regulators,MINER Target Type,max_glioblastoma.multiforme_phase,Other FDA Appr.,TargetMutatedInPatient,MutatedInPatient,TargetType,MutatedDetail,Drug Action,Molecule Type,Target Class,Toxicity Class,MEDDRA Code,CHEMBL_ID,Reactome,GO,Hallmarks
FIGITUMUMAB,Insulin-like growth factor I receptor antagonist,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL1743019,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
DALOTUZUMAB,Insulin-like growth factor I receptor antagonist,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL1743006,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
PL-225B,Insulin-like growth factor I receptor inhibitor,IGF1R,1,1,3749,3749,NA,127,127,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545004,NA:NA:NA:NA:NA,GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION:GO_CIRCADIAN_RHYTHM:GO_PROTEIN_AUTOPHOSPHORYLATION:GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR:GO_RHYTHMIC_PROCESS,HALLMARK_UV_RESPONSE_DN:HALLMARK_ESTROGEN_RESPONSE_EARLY
INCB-047986,Tyrosine-protein kinase JAK1 inhibitor,JAK1,1,1,"1059,1166,2610,3371","1059,1166,2610,3371",NA,"140,148","140,148",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545225,"Rho GTPase cycle:NRAGE signals death through JNK:Interferon alpha/beta signaling:Cell death signalling via NRAGE, NRIF and NADE:G alpha (12/13) signalling events",NA:NA:NA:NA:NA,
ABROCITINIB,Tyrosine-protein kinase JAK1 inhibitor,JAK1,1,1,"1059,1166,2610,3371","1059,1166,2610,3371",NA,"140,148","140,148",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3655081,"Rho GTPase cycle:NRAGE signals death through JNK:Interferon alpha/beta signaling:Cell death signalling via NRAGE, NRIF and NADE:G alpha (12/13) signalling events",NA:NA:NA:NA:NA,
SOLCITINIB,Tyrosine-protein kinase JAK1 inhibitor,JAK1,1,1,"1059,1166,2610,3371","1059,1166,2610,3371",NA,"140,148","140,148",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3301606,"Rho GTPase cycle:NRAGE signals death through JNK:Interferon alpha/beta signaling:Cell death signalling via NRAGE, NRIF and NADE:G alpha (12/13) signalling events",NA:NA:NA:NA:NA,
FILGOTINIB,Tyrosine-protein kinase JAK1 inhibitor,JAK1,1,1,"1059,1166,2610,3371","1059,1166,2610,3371",NA,"140,148","140,148",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3301607,"Rho GTPase cycle:NRAGE signals death through JNK:Interferon alpha/beta signaling:Cell death signalling via NRAGE, NRIF and NADE:G alpha (12/13) signalling events",NA:NA:NA:NA:NA,
ITACITINIB,Tyrosine-protein kinase JAK1 inhibitor,JAK1,1,1,"1059,1166,2610,3371","1059,1166,2610,3371",NA,"140,148","140,148",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3622820,"Rho GTPase cycle:NRAGE signals death through JNK:Interferon alpha/beta signaling:Cell death signalling via NRAGE, NRIF and NADE:G alpha (12/13) signalling events",NA:NA:NA:NA:NA,
ANDEXANET ALFA,Rivaroxaban sequestering agent:Tissue factor pathway inhibitor inhibitor:Apixaban sequestering agent,TFPI,1,1,"1025,1101,1147,1249,145,1562,1718,1747,1762,1823,1907,2049,2062,2221,2253,2289,2315,2386,2436,2675,2710,2774,2789,2807,2859,2876,2934,2981,3223,336,3728,692,722,896","1025,1101,1147,1249,145,1562,1718,1747,1762,1823,1907,2049,2062,2221,2253,2289,2315,2386,2436,2675,2710,2774,2789,2807,2859,2876,2934,2981,3223,336,3728,692,722,896",NA,"8,63","8,63",NA,O: 34 U: 0 A: 34,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,SEQUESTERING AGENT:INHIBITOR:SEQUESTERING AGENT,Unknown,Unclassified protein,,,CHEMBL3301583,"Extra-nuclear estrogen signaling:FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes:ESR-mediated signaling:FOXO-mediated transcription:Signaling by Nuclear Receptors",GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY:GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION:NA:NA:NA,
FLUMATINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545413,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1201740,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
REBASTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1738757,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Cardiotoxicity,10007541,CHEMBL255863,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
ASCIMINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL4208229,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
OMECAMTIV MECARBIL,Cardiac myosin activator,MYH7,1,1,373,373,NA,66,66,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ACTIVATOR,Small molecule,Unclassified protein,,,CHEMBL1800955,NA:NA:NA:NA:NA,GO_PROTEIN_DESTABILIZATION:NA:NA:NA:NA,
LY-2584702,Ribosomal protein S6 kinase 1 inhibitor,RPS6KB1,1,1,2977,2977,NA,70,70,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545076,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
TCD-717,Choline kinase alpha inhibitor,CHKA,1,1,"1527,1664,1737","1527,1664,1737",NA,"52,73","52,73",NA,O: 3 U: 0 A: 3,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545084,NA:NA:NA:NA:NA,NA:NA:NA:NA:NA,
BIMAGRUMAB,Activin receptor type-2B antagonist,ACVR2B,1,1,"1011,1092,1112,1152,1568,987","1011,1092,1112,1152,1568,987",NA,"65,66","65,66",NA,O: 6 U: 0 A: 6,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,ANTAGONIST,Antibody,Enzyme,,,CHEMBL3137353,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_PEPTIDYL_LYSINE_MODIFICATION:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_CHROMATIN_REMODELING,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
VARESPLADIB,Phospholipase A2 group IIA inhibitor,PLA2G2A,1,0,"2149,2411","2149,2411",NA,12,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL148674,Neutrophil degranulation:Glycogen metabolism:Metabolism of carbohydrates:NA:NA,NA:NA:NA:NA:NA,
GSK2798745,Transient receptor potential cation channel subfamily V member 4 antagonist,TRPV4,1,1,3560,3560,NA,71,71,NA,O: 1 U: 0 A: 1,O: 1 U: 0 A: 1,TRPV4,HSF2,Mutation_Gene,NA,TRUE,FALSE,FALSE,Mutation_Gene,,ANTAGONIST,Small molecule,Ion channel,,,CHEMBL3707225,NA:NA:NA:NA:NA,GO_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE:NA:NA:NA:NA,
F16SIP 131I,Tenascin binding agent,TNC,0.9,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 9 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Unclassified protein,,,CHEMBL2109584,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TENATUMOMAB,Tenascin other,TNC,0.9,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 9 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,OTHER,Antibody,Unclassified protein,,,CHEMBL1743077,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
81C6 131I,Tenascin binding agent,TNC,0.9,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 9 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,BINDING AGENT,Antibody,Unclassified protein,,,CHEMBL2109582,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
F16IL2,Tenascin other,TNC,0.9,1,"1444,1511,2132,2738,2782,3164,42,646,710,752","1444,2132,2738,2782,3164,42,646,710,752",NA,44,44,NA,O: 9 U: 0 A: 10,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,OTHER,Antibody,Unclassified protein,,,CHEMBL2109583,Other semaphorin interactions:NA:NA:NA:NA,GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS:GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE:GO_REGULATION_OF_AXON_GUIDANCE:GO_NEPHRON_DEVELOPMENT:GO_UROGENITAL_SYSTEM_DEVELOPMENT,HALLMARK_TNFA_SIGNALING_VIA_NFKB
ESTRAMUSTINE PHOSPHATE SODIUM,DNA inhibitor:Estrogen receptor beta modulator,ESR2,0.8461538461538461,1,"1307,1523,1600,2678,2696,2729,2776,3502,362,37,538,604,677","1307,1523,1600,2678,2696,2776,362,37,538,604,677",NA,"3,44","3,44",NA,O: 11 U: 0 A: 13,O: 2 U: 0 A: 2,:ESR2,:DLX4,Regulon_Gene:Mutation_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene:Mutation_Gene,,INHIBITOR:MODULATOR,Small molecule,Transcription factor,,,CHEMBL1200721,NA:NA:NA:NA:NA,GO_LYMPH_VESSEL_DEVELOPMENT:NA:NA:NA:NA,HALLMARK_HYPOXIA
PRINABEREL,Estrogen receptor beta agonist,ESR2,0.8461538461538461,1,"1307,1523,1600,2678,2696,2729,2776,3502,362,37,538,604,677","1307,1523,1600,2678,2696,2776,362,37,538,604,677",NA,"3,44","3,44",NA,O: 11 U: 0 A: 13,O: 2 U: 0 A: 2,:ESR2,:DLX4,Regulon_Gene:Mutation_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene:Mutation_Gene,,AGONIST,Small molecule,Transcription factor,,,CHEMBL450940,NA:NA:NA:NA:NA,GO_LYMPH_VESSEL_DEVELOPMENT:NA:NA:NA:NA,HALLMARK_HYPOXIA
AUS-131,Estrogen receptor beta agonist,ESR2,0.8461538461538461,1,"1307,1523,1600,2678,2696,2729,2776,3502,362,37,538,604,677","1307,1523,1600,2678,2696,2776,362,37,538,604,677",NA,"3,44","3,44",NA,O: 11 U: 0 A: 13,O: 2 U: 0 A: 2,:ESR2,:DLX4,Regulon_Gene:Mutation_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene:Mutation_Gene,,AGONIST,Small molecule,Transcription factor,,,CHEMBL198877,NA:NA:NA:NA:NA,GO_LYMPH_VESSEL_DEVELOPMENT:NA:NA:NA:NA,HALLMARK_HYPOXIA
ESTRAMUSTINE PHOSPHATE,DNA inhibitor:Estrogen receptor beta modulator,ESR2,0.8461538461538461,1,"1307,1523,1600,2678,2696,2729,2776,3502,362,37,538,604,677","1307,1523,1600,2678,2696,2776,362,37,538,604,677",NA,"3,44","3,44",NA,O: 11 U: 0 A: 13,O: 2 U: 0 A: 2,:ESR2,:DLX4,Regulon_Gene:Mutation_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene:Mutation_Gene,,INHIBITOR:MODULATOR,Small molecule,Transcription factor,,,CHEMBL1756,NA:NA:NA:NA:NA,GO_LYMPH_VESSEL_DEVELOPMENT:NA:NA:NA:NA,HALLMARK_HYPOXIA
CHLOROTRIANISENE,Estrogen receptor beta modulator,ESR2,0.8461538461538461,1,"1307,1523,1600,2678,2696,2729,2776,3502,362,37,538,604,677","1307,1523,1600,2678,2696,2776,362,37,538,604,677",NA,"3,44","3,44",NA,O: 11 U: 0 A: 13,O: 2 U: 0 A: 2,:ESR2,:DLX4,Regulon_Gene:Mutation_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene:Mutation_Gene,,MODULATOR,Small molecule,Transcription factor,,,CHEMBL1200761,NA:NA:NA:NA:NA,GO_LYMPH_VESSEL_DEVELOPMENT:NA:NA:NA:NA,HALLMARK_HYPOXIA
