Drug,Drug Mechanism,Target Gene(s),Drug Constrained Regulon Activity,Drug Constrained Program Activity,All Regulon(s),Overactive Regulon(s),Underactive Regulon(s),All Program(s),Overactive Program(s),Underactive Program(s),Regulon Activity Summary,Program Activity Summary,Mutations,Regulators,MINER Target Type,max_glioblastoma.multiforme_phase,Other FDA Appr.,TargetMutatedInPatient,MutatedInPatient,TargetType,MutatedDetail,Drug Action,Molecule Type,Target Class,Toxicity Class,MEDDRA Code,CHEMBL_ID,Reactome,GO,Hallmarks
FLOXURIDINE,Thymidylate synthase inhibitor,TYMS,1,0,"941,982","941,982",NA,74,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL917,Unwinding of DNA:DNA strand elongation:G1/S Transition:Mitotic G1 phase and G1/S transition:Synthesis of DNA,GO_CELL_CYCLE_DNA_REPLICATION:GO_CELL_CYCLE_G1_S_PHASE_TRANSITION:GO_DNA_DEPENDENT_DNA_REPLICATION:GO_DNA_REPLICATION:GO_ORGANELLE_FISSION,HALLMARK_E2F_TARGETS:HALLMARK_G2M_CHECKPOINT:HALLMARK_MYC_TARGETS_V1:HALLMARK_MITOTIC_SPINDLE:HALLMARK_MTORC1_SIGNALING
RALTITREXED,Thymidylate synthase inhibitor,TYMS,1,0,"941,982","941,982",NA,74,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL225071,Unwinding of DNA:DNA strand elongation:G1/S Transition:Mitotic G1 phase and G1/S transition:Synthesis of DNA,GO_CELL_CYCLE_DNA_REPLICATION:GO_CELL_CYCLE_G1_S_PHASE_TRANSITION:GO_DNA_DEPENDENT_DNA_REPLICATION:GO_DNA_REPLICATION:GO_ORGANELLE_FISSION,HALLMARK_E2F_TARGETS:HALLMARK_G2M_CHECKPOINT:HALLMARK_MYC_TARGETS_V1:HALLMARK_MITOTIC_SPINDLE:HALLMARK_MTORC1_SIGNALING
FLUOROURACIL,DNA inhibitor:RNA inhibitor:Thymidylate synthase inhibitor,TYMS,1,0,"941,982","941,982",NA,74,NA,NA,O: 2 U: 0 A: 2,O: 0 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR:INHIBITOR:INHIBITOR,Small molecule,Enzyme,,,CHEMBL185,Unwinding of DNA:DNA strand elongation:G1/S Transition:Mitotic G1 phase and G1/S transition:Synthesis of DNA,GO_CELL_CYCLE_DNA_REPLICATION:GO_CELL_CYCLE_G1_S_PHASE_TRANSITION:GO_DNA_DEPENDENT_DNA_REPLICATION:GO_DNA_REPLICATION:GO_ORGANELLE_FISSION,HALLMARK_E2F_TARGETS:HALLMARK_G2M_CHECKPOINT:HALLMARK_MYC_TARGETS_V1:HALLMARK_MITOTIC_SPINDLE:HALLMARK_MTORC1_SIGNALING
CEP-37440,ALK tyrosine kinase receptor inhibitor:Focal adhesion kinase 1 inhibitor,ALK,1,1,"3401,3417","3401,3417",NA,45,45,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR:INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545051,RAF/MAP kinase cascade:MAPK1/MAPK3 signaling:FLT3 Signaling:Constitutive Signaling by Aberrant PI3K in Cancer:MAPK family signaling cascades,GO_REGULATION_OF_MAP_KINASE_ACTIVITY:GO_PROTEIN_AUTOPHOSPHORYLATION:NA:NA:NA,
LORLATINIB,EML4-ALK  inhibitor:ALK tyrosine kinase receptor inhibitor,ALK,1,1,"3401,3417","3401,3417",NA,45,45,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR:INHIBITOR,Small molecule,Enzyme,,,CHEMBL3286830,RAF/MAP kinase cascade:MAPK1/MAPK3 signaling:FLT3 Signaling:Constitutive Signaling by Aberrant PI3K in Cancer:MAPK family signaling cascades,GO_REGULATION_OF_MAP_KINASE_ACTIVITY:GO_PROTEIN_AUTOPHOSPHORYLATION:NA:NA:NA,
ENSARTINIB,ALK tyrosine kinase receptor inhibitor,ALK,1,1,"3401,3417","3401,3417",NA,45,45,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL4113131,RAF/MAP kinase cascade:MAPK1/MAPK3 signaling:FLT3 Signaling:Constitutive Signaling by Aberrant PI3K in Cancer:MAPK family signaling cascades,GO_REGULATION_OF_MAP_KINASE_ACTIVITY:GO_PROTEIN_AUTOPHOSPHORYLATION:NA:NA:NA,
ASP-3026,ALK tyrosine kinase receptor inhibitor,ALK,1,1,"3401,3417","3401,3417",NA,45,45,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545360,RAF/MAP kinase cascade:MAPK1/MAPK3 signaling:FLT3 Signaling:Constitutive Signaling by Aberrant PI3K in Cancer:MAPK family signaling cascades,GO_REGULATION_OF_MAP_KINASE_ACTIVITY:GO_PROTEIN_AUTOPHOSPHORYLATION:NA:NA:NA,
BRIVARACETAM,Synaptic vesicle glycoprotein 2A modulator,SV2A,1,1,"1504,30","1504,30",NA,132,132,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,MODULATOR,Small molecule,Transporter,,,CHEMBL607400,"Neurotransmitter receptors and postsynaptic signal transmission:Neurotoxicity of clostridium toxins:Regulation of glycolysis by fructose 2,6-bisphosphate metabolism:Transmission across Chemical Synapses:CREB1 phosphorylation through the activation of Adenylate Cyclase",NA:NA:NA:NA:NA,
DIMETHYL FUMARATE,Kelch-like ECH-associated protein 1 inhibitor,KEAP1,1,1,"2187,2425,2939,3721","2187,2425,2939,3721",NA,"50,51","50,51",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Unclassified protein,,,CHEMBL2107333,"Dermatan sulfate biosynthesis:CS/DS degradation:Chondroitin sulfate biosynthesis:Defective B4GALT7 causes EDS, progeroid type:Defective B3GAT3 causes JDSSDHD",GO_DERMATAN_SULFATE_METABOLIC_PROCESS:GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS:GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS:GO_RNA_SPLICING:GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS,
MONOMETHYL FUMARATE,Kelch-like ECH-associated protein 1 inhibitor,KEAP1,1,1,"2187,2425,2939,3721","2187,2425,2939,3721",NA,"50,51","50,51",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Unclassified protein,,,CHEMBL589586,"Dermatan sulfate biosynthesis:CS/DS degradation:Chondroitin sulfate biosynthesis:Defective B4GALT7 causes EDS, progeroid type:Defective B3GAT3 causes JDSSDHD",GO_DERMATAN_SULFATE_METABOLIC_PROCESS:GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS:GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS:GO_RNA_SPLICING:GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS,
DIROXIMEL FUMARATE,Kelch-like ECH-associated protein 1 inhibitor,KEAP1,1,1,"2187,2425,2939,3721","2187,2425,2939,3721",NA,"50,51","50,51",NA,O: 4 U: 0 A: 4,O: 2 U: 0 A: 2,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Unclassified protein,,,CHEMBL3989944,"Dermatan sulfate biosynthesis:CS/DS degradation:Chondroitin sulfate biosynthesis:Defective B4GALT7 causes EDS, progeroid type:Defective B3GAT3 causes JDSSDHD",GO_DERMATAN_SULFATE_METABOLIC_PROCESS:GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS:GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS:GO_RNA_SPLICING:GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS,
WARFARIN,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,1,"1184,3090","1184,3090",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Vascular toxicity:Carcinogenicity,10047065.0:10029104.0,CHEMBL1464,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
DICUMAROL,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,1,"1184,3090","1184,3090",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1466,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
PHENINDIONE,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,1,"1184,3090","1184,3090",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL711,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
ACENOCOUMAROL,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,1,"1184,3090","1184,3090",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL397420,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
PHENPROCOUMON,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,1,"1184,3090","1184,3090",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1465,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
WARFARIN SODIUM,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,1,"1184,3090","1184,3090",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Vascular toxicity:Carcinogenicity,10047065.0:10029104.0,CHEMBL1200879,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
WARFARIN POTASSIUM,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,VKORC1,1,1,"1184,3090","1184,3090",NA,152,152,NA,O: 2 U: 0 A: 2,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1200772,Cellular response to hypoxia:Regulation of mRNA stability by proteins that bind AU-rich elements:PCP/CE pathway:Regulation of activated PAK-2p34 by proteasome mediated degradation:Vpu mediated degradation of CD4,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA:GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS:GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS:GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS:GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,HALLMARK_UNFOLDED_PROTEIN_RESPONSE
OXIGLUTATIONE,Glutathione reductase,GSR,1,1,"1663,2320,2679,41,644,681,707","1663,2320,2679,41,644,681,707",NA,101,101,NA,O: 7 U: 0 A: 7,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,OTHER,Small molecule,Enzyme,,,CHEMBL1372,NA:NA:NA:NA:NA,GO_STRESS_GRANULE_ASSEMBLY:GO_REGULATION_OF_CIRCADIAN_RHYTHM:NA:NA:NA,
FLUMATINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL3545413,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1201740,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
REBASTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL1738757,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
NILOTINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,Cardiotoxicity,10007541,CHEMBL255863,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
ASCIMINIB,Tyrosine-protein kinase ABL inhibitor,ABL1,1,1,"1011,1034,1092,1152,1180","1011,1034,1092,1152,1180",NA,65,65,NA,O: 5 U: 0 A: 5,O: 1 U: 0 A: 1,,,Regulon_Gene,NA,TRUE,FALSE,FALSE,Regulon_Gene,,INHIBITOR,Small molecule,Enzyme,,,CHEMBL4208229,Chromatin modifying enzymes:Chromatin organization:RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known:Transcriptional regulation by RUNX1:Transcriptional Regulation by TP53,GO_CHROMATIN_DISASSEMBLY:GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY:GO_COVALENT_CHROMATIN_MODIFICATION:GO_CHROMATIN_REMODELING:GO_PEPTIDYL_LYSINE_MODIFICATION,HALLMARK_MITOTIC_SPINDLE:HALLMARK_G2M_CHECKPOINT
